comments,ratings
绝对不值现在的8分，新闻从业者看了觉得很浮夸的地步。记者比警察和消防人员都早进入现场，也不管会不会破坏证据。一则事故导致整个电视台都急匆匆仿佛都要跑现场，主播掌握办公室绝对话语权，日间新闻主播去跑新闻写稿子。媒体掌握主导而非政治经济，这在哪个地方都可以称为天方夜谭。,2
豆瓣对TVB实在太宽容了，这剧情只能说是幼稚离谱,2
关基站精神病人就秒清醒这种剧情真的是2023年,2
跟梁小冰2015年的《导火新闻线》比起来差的不是一星半点，一星给邓智坚，一星给李诗桦。,2
我们记者是人，不是傻缺,2
披着新闻职场外壳的宫斗剧，斗来斗去都不如开着金手指的女主，塑造有野心有欲望女性角色不意味着没下限地达到目的吧？,2
第一集开篇十分钟，在技术上还是唬住了人的；剧情走着走着就觉出空架子了。第三集已经情节崩坏了，生硬的一场一场切戏，妈耶，谁教你们这么剪辑的，情节流畅度都不要了。情怀值钱呐，二星起步吧，再少也显得我小气。,2
看了3集看不下去了，感觉有点假，直播前一分钟当着编导面开口要人谈条件，不给就不播；直播的时候故意刁难女同事，把没有稿子的问题抛给她，让她应急发挥。这些问题一个处理不好就是直播事故。你们私下斗可以，把问题摆到面上让单位难堪，这样无组织无纪律，能力再强都不会用你。这就是我觉得很假的地方。PS：那个许诗晴真的很戳我，爱了爱了😍,2
简直不能忍的地步。,2
本质就是宫斗剧，专业度极差，而且越后面越烂，还以为是中国版的newsroom，后来发现新闻版的金枝欲孽。,2
大部份人还是tvb滤镜太厚，整部剧为了爽逻辑全都不要了，换做国产剧早就被骂死。,2
披着宫斗戏皮的厌女剧，剧是烂剧，越看越烂。两星给佘诗曼的表演，她本人的表演是相当迷人的。,2
的亏同行衬托，优酷播出的这个港剧的热度很高。但是第一个车祸事件就假的不行，港剧越来越烂的原因果然是编剧。浪费一班好演员。,2
啊，带着期待点进去的，结果这啥啊,2
张加盐才是女主,2
剧情一直想着反转反转做爆点细节不忍直视，职场米兔案能走近科学两整集最后得出结论是女生幻想诬告，炸裂的情节炸裂的编剧，和🌊比过于给这剧抬咖了,2
"名字里有女王二字
想必就走不出宫斗
一看，果然，老套",2
一集弃，90年代的镜头语言，过爆的大白光，卡通片剧情，严重脱离实际把press当基金经理捯饬的道服化，挤眉弄眼的表演。,2
第一集的节奏和新闻报道都很糟糕……是后面渐入佳境还是大女主的人设可以溢价到豆瓣8.2了？,2
新闻已经没有这种聚集效应（把关人）了，换成直播带货主播里面的明争暗斗会比较合理,2
笑死，原来还是宫斗那一套，中国人果然从明初斗到明末，永远在呈现上意不可知权力高深莫测，期待的职业剧原来还是中国职场，再看评论一帮帮人站队分析，堪称赛博党争。,2
车祸，火灾，挟持人质…无非是用暴力和血腥抓人眼球。以新闻之名，行八卦之实。顶着新闻女王的名号，但做的事情并不比狗仔队高明太多。,2
学新闻的：啊？,2
how time flies（tvb要专注拍这样的剧就散了吧,2
打工就打工，搞这么热血沸腾干嘛，整的我还以为你们在争的是幸福而不是工作,2
就挺无聊的,2
唔好睇 假到爆,2
看了一集半，太大女主太假，真正的新闻工作者遇到那么大的新闻哪里会全程胜券在握的样子，还越级换了电视台的赞助商，哪里这么大的本事，合同的字怎么签？跟个主播签吗？女主上司看着还是个没啥本事的人，这种人怎么用好女主？女主咋不想着早点端了他呢？取代他的位置直接比竞争对手高一级别岂不更爽？太爽文太假，我就算不是新闻工作者都看了一脸尴尬。,2
因为佘诗曼火场那个片段看的，但正剧真的不行。细节浮夸不写实，场景与事故等级不符，主播的语速和仪态都不对……剧情角色方面，冲突和人物刻画都太刻意了。,2
有好演员 好的演技但是不妨碍剧本烂。 求求不要再尬吹了！  剧情+群演演技=尬到爆,2
更像是宫斗剧不像是职场剧而且还是新闻 感觉更应该严肃点 不是这样的娱乐 但是太drama又吸引人想看下一集这也是tvb一贯擅长的 只要不像上车族那样崩坏 保持7分应该可以,2
一般,2
既然要讲宫斗，就别叫《新闻女王》。,2
佘诗曼年纪大了颜值下降演技也没提升啊…让我的记忆留在天与地吧…和台剧肉眼可见的差距,2
"不愧是“本故事纯属虚构”，表演就一个字：装。故事就一个字：假。这种装腔作势趾高气扬的伪职场片，与真实的传媒业没半点关系，看了让人发笑。

其实跟内地那些打着职场旗号的糖水偶像剧&悬浮都市剧没什么区别，本质都是满足观众幻想提供爽感的快餐品。",2
"阿佘整张脸都在说，我是这个新闻界的一姐，只要我出一句声，新闻界，甚至整个社会，翻天覆地。
//阿佘在这部剧里overact，用力过度，眼神的演技痕迹明显，整件事变得好难令人相信。
//一部剧只有金句，那还算是剧吗？",2
一部讲新闻行业的职场剧，各种剧情OOC，公交车祸案，火灾案，记者跑在消防/JC的前面到现场，这剧情换在内地，要被官媒与各行业骂亖。为主突出而突出，不顾现实逻辑的悬浮架空剧不值得及格分。,2
看了两集 每个情节画面都很像抖音短剧、、,2
可能是因为我从小就没有受过TVB熏陶，也可能是我一直在文化行业，对枪林弹雨的现代职场涉入太浅，尝试看《新闻女王》，一集多就不适感非常强烈。本来期待看到新闻行业的专业和道德伦理的讨论，但目前更多还是打工人相互厮杀但又乐在其中的变态，资本的阴影笼罩在一堆光鲜亮丽的。佘诗曼的表演被吹爆，但我真的蛮反感被权力春药滋养的精致脸庞上的洋洋自得，以及以对下属跋扈为美（这不是大清宫里的日常吗）。或许可以把这做派解释成女性在残酷职场不得已的生存之道，但我不太相信雷厉风行和散发人性光芒这两件事是彻底相悖的。对比之下，日剧里等级森严的职场，好像还能看到更多底层人的互相支持和对系统的一点反思。,2
家人们  出了节奏快以外，简直看不下去啊。批着新闻表皮的宫斗剧。  为了斗而斗还不如甄嬛传呢,2
剧情一开篇bug那么多，换成内地剧不得拿出来示众。警察出警的时间不比记者早？看到人员还在车里不帮忙救人在那拍？我看是疯了,2
好装啊，以前的TVB拍职场不会这样扮野……,2
一集弃 装逼犯,2
很久没有看过出圈的港剧了，都已经好几年了吧，上一部有这么高热度的还是使徒行者。看了几集，觉得还是一般吧，除了主演，其他配角的演技真的好尬。。主角也是设计的好能装，好在剧情节奏不错，有点爽剧的感觉，还能看得下去。8.2,2
没看过其他港剧，不了解香港媒体和港剧，但是这剧里面的记者和狗仔有什么区别，第一集车侧翻着火随时可能爆炸，比消防还快就算了，不救人怼着受害者脸开拍，挡着门口妨碍救援…还有人性吗。很难想象新闻媒体主播365天窝里斗诱导舆论，公司文化加班PUA，还能做出权威的新闻…,2
只想说这要是大陆剧这种浮夸的剧情浮夸的演法大概会被喷死吧...,2
��可真会营销。就这都要拉踩内地剧，以爱为营是💩没错，但这剧要定义是职业剧的话，就是对以前tvb真正职业剧的侮辱。,2
落寞是应该的，这么扯,2
难以想象这是2023的剧…tvb确实完了,2
现代版延禧攻略……,2
雷声大雨点小，主角装x过头，作为职场剧太小儿科了,2
越看越不对劲，不愧是部烂腰剧。浮夸，刻意，做作，媚俗，剧情不清不楚，只剩下搞噱头。,2
��又搞吃绝户式营销，就这悬浮的剧本，营销还要到处吹吊打内娱，这么老套的题材拍来拍去也就这样了，一眼望到头。,2
多给的一星是给余诗曼的，职场女王很霸气，但是职场的那些就好像宫斗,2
背刺米兔 还想吃女权红利 呕,2
看不懂。。一个新闻两队争，这不是浪费资源吗？有做新闻的出来解释一下吗。。,2
好浮 好假 好古早的拍摄手法 第一集那个抢方向盘的剪辑和假哭小男孩给我整笑了 大学生作业都会被老师笑 要是国产剧能骂两年,2
狗血剧情,2
看了第一集，怎么感觉味道还是有点不太对，就一开始到大巴事故，每个分镜切换都觉得不是很自然。。。特别是前面有一个室外的镜头，很明显能看到打灯太强引起的不自然的阴影。。。,2
看的有点尬,2
没觉得好看在哪。。。。。每个人都拽拽的 莫名其妙的 可能我看的普通话版吧,2
略显浮夸,2
新闻是这个样子的？,2
也不知道是哪里的问题 看起来非常别扭 特写镜头 慢镜头 好出戏啊  故事也挺浮夸。 tvb真的需要进步多一点才行了…,2
目前看了两集，一个字形容就是，装,2
逻辑一集比一集差，负责宣传的大喜吧，一部普剧吹成这样,2
都说港剧归来吊打内地电视剧，但是常看TVB 的人都知道还是炒旧饭，撕逼➕狗血为了反转而反转，都是老一套，就是看演员们老得老，丑的丑，不得不说TVB 后继无人了，内地剧本虽差，但是帅哥美女还是养眼的，而且我们也不是没有好剧，大可不必涨他人志气,2
不要有太高的期待，前期文姐说后悔没和男友去美国否认自己事业的成就就算了，第13集究竟在讲个什么啊，好好的性骚扰案件拍成女生自己喜欢那个佐治，看似是爽剧，但逻辑完全不通，晓薇直接在办公室前面给文姐跪下，我的天，21世纪的职场居然会有这种情节，太悬浮了吧。不能否认剧有好的方面，但现在这些创到的让我只想知道结局是什么，不会一集一集等着看了。,2
剧情太浮夸，配角和群演的演技实在是太差，跟在开玩笑一样。,2
看过Newsroom再看这个觉得这帮傻逼超业余，看了几集发现原来是宫斗剧，果断弃。,2
刚出的时候我一口气看了5集，给了4星观望，然后刚刚补到10集，发现剧情是没劲，一整个翻来覆去,2
就…受众到底是谁。只有内地观众需要开这个智但 他们真的需要吗:D,2
不是职场剧是宫心计是溏心风暴是珠光宝气,2
当下政治正确的大女主+宫斗剧，TVB已经脱离了以前立体主角扎实剧本，改拍抖音爽剧路线了。看第一集感觉在模仿电影《夜行者》，但却差太远，缺点非常明显，剧情太假了。所有人都是宫斗里的工具人，人物扁平。最让人反感的是，营销花钱让很多影视自媒体吹这部剧来吸引路人好评，还扯什么真实原型。不推荐，营销太减分。,2
港剧没落至此了吗？一群三观不正的神经病在一个鸡窝大的单位里分成四五拨斗来斗去乐此不疲，唯一可取的可能也就是女孩子们颜值基本都在线。两分送给佘诗曼和姑娘们，剩下的打包负分滚粗吧。,2
